ticket_id,user_id,ticket_time,category,resolution_time_hours
498,1910,2023-07-12 00:00:00,KYC Issue,60.22
499,1912,2023-03-14 00:00:00,KYC Issue,26.96
500,1914,2024-07-17 00:00:00,Payment Failure,70.07
501,1921,2023-02-05 00:00:00,Account Access,26.25
502,1923,2023-09-12 00:00:00,Payment Failure,12.08
503,1925,2023-09-20 00:00:00,KYC Issue,24.12
504,1933,2023-12-03 00:00:00,KYC Issue,44.96
505,1934,2023-05-16 00:00:00,Payment Failure,14.25
506,1937,2024-05-06 00:00:00,KYC Issue,8.97
507,1941,2024-08-14 00:00:00,Account Access,65.39
508,1946,2024-05-08 00:00:00,Payment Failure,30.83
509,1949,2024-09-24 00:00:00,Payment Failure,43.77
510,1951,2023-11-14 00:00:00,Payment Failure,61.4
511,1958,2023-04-01 00:00:00,Account Access,13.18
512,1962,2024-04-19 00:00:00,Payment Failure,37.32
513,1970,2024-04-25 00:00:00,Payment Failure,61.33
514,1975,2023-09-23 00:00:00,KYC Issue,6.16
515,1978,2024-05-01 00:00:00,Account Access,3.17
516,1983,2024-09-14 00:00:00,KYC Issue,15.08
517,1984,2024-07-04 00:00:00,KYC Issue,67.43
518,1988,2023-08-11 00:00:00,Account Access,31.93
519,1989,2024-12-18 00:00:00,Payment Failure,41.06
520,1992,2024-05-06 00:00:00,KYC Issue,44.14
521,1993,2023-07-06 00:00:00,KYC Issue,34.63
522,1998,2023-01-10 00:00:00,Payment Failure,19.72
523,2001,2024-04-05 00:00:00,KYC Issue,8.85
524,2009,2023-07-22 00:00:00,Account Access,28.24
525,2014,2024-01-05 00:00:00,Account Access,28.25
526,2015,2024-09-21 00:00:00,KYC Issue,52.96
527,2016,2023-11-28 00:00:00,KYC Issue,26.09
528,2025,2024-12-12 00:00:00,KYC Issue,31.71
529,2026,2023-03-19 00:00:00,Account Access,52.99
530,2028,2024-06-10 00:00:00,Account Access,6.22
531,2052,2023-02-07 00:00:00,Payment Failure,20.74
532,2062,2024-08-25 00:00:00,Payment Failure,44.14
533,2063,2024-09-15 00:00:00,Payment Failure,22.99
534,2072,2023-07-11 00:00:00,Payment Failure,20.3
535,2073,2024-11-25 00:00:00,KYC Issue,29.2
536,2091,2024-03-15 00:00:00,Account Access,9.69
537,2093,2023-07-14 00:00:00,Payment Failure,28.6
538,2094,2024-04-22 00:00:00,KYC Issue,14.8
539,2095,2024-01-09 00:00:00,Payment Failure,20.34
540,2106,2024-08-15 00:00:00,Payment Failure,13.08
541,2110,2023-01-22 00:00:00,KYC Issue,40.76
542,2112,2024-02-04 00:00:00,Payment Failure,3.78
543,2114,2023-11-13 00:00:00,KYC Issue,43.4
544,2120,2024-02-06 00:00:00,Account Access,64.62
545,2124,2023-11-06 00:00:00,Payment Failure,51.55
546,2125,2024-11-06 00:00:00,KYC Issue,68.81
547,2132,2023-09-14 00:00:00,Payment Failure,68.6
548,2136,2024-11-19 00:00:00,KYC Issue,59.85
549,2140,2024-10-13 00:00:00,Payment Failure,4.98
550,2141,2023-05-13 00:00:00,Payment Failure,68.88
551,2147,2023-01-26 00:00:00,Payment Failure,28.27
552,2151,2024-08-11 00:00:00,Payment Failure,8.45
553,2171,2024-09-03 00:00:00,KYC Issue,48.49
554,2176,2024-05-13 00:00:00,Payment Failure,29.11
555,2180,2023-02-22 00:00:00,KYC Issue,63.24
556,2184,2024-09-21 00:00:00,Payment Failure,33.28
557,2187,2024-08-17 00:00:00,Account Access,4.16
558,2191,2025-01-07 00:00:00,KYC Issue,12.18
559,2194,2023-09-25 00:00:00,Account Access,16.3
560,2195,2023-05-22 00:00:00,Account Access,44.96
561,2198,2024-12-13 00:00:00,KYC Issue,66.6
562,2199,2024-04-19 00:00:00,Payment Failure,2.27
563,2200,2024-06-25 00:00:00,Payment Failure,42.06
564,2202,2024-08-06 00:00:00,KYC Issue,43.12
565,2203,2024-01-06 00:00:00,KYC Issue,12.38
566,2204,2025-01-23 00:00:00,KYC Issue,66.29
567,2206,2023-11-23 00:00:00,Payment Failure,15.99
568,2207,2024-04-08 00:00:00,Payment Failure,63.43
569,2209,2024-01-22 00:00:00,KYC Issue,69.15
570,2210,2024-01-26 00:00:00,Payment Failure,25.26
571,2220,2024-02-07 00:00:00,Payment Failure,3.47
572,2228,2024-04-16 00:00:00,Payment Failure,34.27
573,2238,2023-05-30 00:00:00,Account Access,61.62
574,2240,2024-07-28 00:00:00,Payment Failure,30.52
575,2243,2023-04-05 00:00:00,KYC Issue,44.71
576,2250,2023-01-14 00:00:00,Payment Failure,6.44
577,2253,2023-03-27 00:00:00,Account Access,20.17
578,2254,2024-12-26 00:00:00,Payment Failure,12.07
579,2259,2024-05-12 00:00:00,Account Access,61.17
580,2260,2023-11-14 00:00:00,KYC Issue,56.81
581,2263,2023-12-04 00:00:00,KYC Issue,19.02
582,2266,2023-06-13 00:00:00,Payment Failure,54.57
583,2273,2024-10-13 00:00:00,KYC Issue,53.26
584,2275,2023-04-28 00:00:00,Payment Failure,30.16
585,2277,2024-01-23 00:00:00,Payment Failure,11.12
586,2279,2023-11-15 00:00:00,Payment Failure,33.92
587,2283,2023-11-16 00:00:00,Payment Failure,53.96
588,2290,2023-02-05 00:00:00,KYC Issue,68.68
589,2298,2024-09-12 00:00:00,KYC Issue,58.26
590,2299,2023-07-11 00:00:00,Account Access,63.92
591,2307,2024-05-29 00:00:00,Payment Failure,16.62
592,2308,2024-10-31 00:00:00,Payment Failure,19.97
593,2312,2023-03-24 00:00:00,Payment Failure,63.69
594,2315,2023-02-18 00:00:00,KYC Issue,38.41
595,2316,2024-05-27 00:00:00,Account Access,46.24
596,2319,2024-06-11 00:00:00,Account Access,24.72
597,2322,2023-02-08 00:00:00,Account Access,59.8
598,2334,2023-10-09 00:00:00,KYC Issue,39.05
599,2339,2023-10-25 00:00:00,Payment Failure,8.69
600,2350,2024-03-01 00:00:00,Account Access,16.75
601,2353,2024-09-24 00:00:00,Account Access,25.39
602,2359,2023-11-16 00:00:00,Account Access,48.64
603,2362,2023-11-02 00:00:00,KYC Issue,68.36
604,2370,2024-08-03 00:00:00,Payment Failure,57.16
605,2378,2023-05-15 00:00:00,KYC Issue,12.18
606,2379,2023-10-28 00:00:00,KYC Issue,58.31
607,2383,2024-04-17 00:00:00,KYC Issue,49.57
608,2387,2023-04-24 00:00:00,KYC Issue,63.34
609,2389,2023-12-31 00:00:00,Account Access,25.59
610,2390,2024-11-10 00:00:00,KYC Issue,14.76
611,2391,2023-05-18 00:00:00,Payment Failure,69.95
612,2393,2023-11-22 00:00:00,KYC Issue,46.83
613,2394,2024-07-25 00:00:00,Account Access,14.49
614,2397,2023-03-31 00:00:00,KYC Issue,68.58
615,2401,2023-12-21 00:00:00,KYC Issue,17.37
616,2407,2024-07-05 00:00:00,Account Access,50.22
617,2408,2023-02-07 00:00:00,Payment Failure,37.3
618,2412,2024-10-30 00:00:00,KYC Issue,51.8
619,2417,2024-11-27 00:00:00,KYC Issue,64.31
620,2424,2024-03-03 00:00:00,KYC Issue,67.55
621,2425,2024-09-04 00:00:00,KYC Issue,14.33
622,2428,2024-01-22 00:00:00,Account Access,24.99
623,2434,2024-05-01 00:00:00,KYC Issue,51.43
624,2452,2024-10-02 00:00:00,KYC Issue,2.21
625,2460,2023-08-03 00:00:00,KYC Issue,60.89
626,2462,2023-07-11 00:00:00,KYC Issue,21.24
627,2463,2023-02-11 00:00:00,Payment Failure,5.12
628,2464,2024-03-08 00:00:00,KYC Issue,46.8
629,2465,2024-08-27 00:00:00,KYC Issue,16.71
630,2468,2023-02-05 00:00:00,KYC Issue,56.14
631,2470,2024-04-07 00:00:00,Account Access,39.29
632,2474,2023-04-10 00:00:00,Payment Failure,35.35
633,2480,2024-08-15 00:00:00,KYC Issue,63.39
634,2481,2024-07-29 00:00:00,KYC Issue,68.8
635,2483,2023-03-21 00:00:00,KYC Issue,66.38
636,2493,2024-03-11 00:00:00,Payment Failure,11.52
637,2494,2023-04-22 00:00:00,KYC Issue,64.16
638,2495,2023-08-30 00:00:00,KYC Issue,62.25
639,2497,2024-05-29 00:00:00,Payment Failure,39.23
640,2499,2023-06-08 00:00:00,Payment Failure,71.54
641,2503,2024-12-26 00:00:00,KYC Issue,65.02
642,2504,2024-04-12 00:00:00,Account Access,28.57
643,2507,2023-07-05 00:00:00,Payment Failure,37.58
644,2511,2023-12-16 00:00:00,Account Access,7.01
645,2512,2023-05-16 00:00:00,KYC Issue,57.9
646,2513,2024-04-26 00:00:00,Payment Failure,69.86
647,2518,2024-10-02 00:00:00,KYC Issue,4.82
648,2519,2024-02-13 00:00:00,KYC Issue,34.28
649,2521,2024-04-04 00:00:00,Payment Failure,56.47
650,2522,2024-12-14 00:00:00,Payment Failure,17.03
651,2523,2024-01-11 00:00:00,KYC Issue,38.53
652,2527,2024-08-29 00:00:00,Payment Failure,27.06
653,2534,2023-03-05 00:00:00,Account Access,62.28
654,2538,2024-11-08 00:00:00,Account Access,2.62
655,2545,2023-02-16 00:00:00,Payment Failure,53.13
656,2547,2023-11-03 00:00:00,Payment Failure,35.11
657,2548,2024-11-23 00:00:00,Payment Failure,29.88
658,2550,2023-11-08 00:00:00,Payment Failure,11.57
659,2555,2023-11-14 00:00:00,Payment Failure,7.72
660,2556,2024-02-09 00:00:00,Account Access,11.05
661,2559,2023-04-23 00:00:00,KYC Issue,66.22
662,2563,2023-02-14 00:00:00,KYC Issue,67.73
663,2566,2023-03-10 00:00:00,Account Access,30.59
664,2572,2023-08-29 00:00:00,Payment Failure,17.67
665,2577,2024-06-21 00:00:00,KYC Issue,19.03
666,2581,2023-06-25 00:00:00,Payment Failure,20.41
667,2584,2024-11-10 00:00:00,KYC Issue,31.65
668,2591,2024-04-15 00:00:00,KYC Issue,44.53
669,2606,2024-10-01 00:00:00,KYC Issue,42.07
670,2610,2023-09-05 00:00:00,KYC Issue,65.83
671,2611,2024-11-10 00:00:00,KYC Issue,2.65
672,2616,2024-09-24 00:00:00,Payment Failure,12.87
673,2617,2023-03-04 00:00:00,KYC Issue,61.02
674,2618,2024-07-04 00:00:00,Account Access,61.31
675,2619,2023-07-09 00:00:00,Account Access,15.55
676,2625,2024-06-16 00:00:00,KYC Issue,47.61
677,2632,2024-03-16 00:00:00,Account Access,64.06
678,2635,2024-08-14 00:00:00,KYC Issue,27.29
679,2636,2023-12-21 00:00:00,KYC Issue,55.73
680,2637,2024-02-17 00:00:00,KYC Issue,6.4
681,2641,2023-05-20 00:00:00,Payment Failure,43.77
682,2646,2024-04-22 00:00:00,Payment Failure,16.65
683,2648,2024-05-30 00:00:00,KYC Issue,50.49
684,2650,2024-02-19 00:00:00,KYC Issue,68.59
685,2659,2023-03-24 00:00:00,KYC Issue,56.68
686,2663,2024-09-13 00:00:00,Payment Failure,30.44
687,2664,2023-04-22 00:00:00,KYC Issue,22.01
688,2669,2024-04-04 00:00:00,KYC Issue,44.67
689,2672,2024-01-03 00:00:00,Account Access,39.48
690,2674,2023-01-28 00:00:00,Payment Failure,11.09
691,2679,2024-06-21 00:00:00,Payment Failure,5.09
692,2680,2023-03-10 00:00:00,Payment Failure,11.17
693,2682,2023-02-19 00:00:00,Payment Failure,15.5
694,2689,2023-07-21 00:00:00,KYC Issue,30.36
695,2691,2023-09-17 00:00:00,Account Access,59.65
696,2696,2023-05-07 00:00:00,KYC Issue,28.67
697,2697,2024-01-25 00:00:00,KYC Issue,36.45
698,2700,2024-06-02 00:00:00,Account Access,30.35
699,2706,2024-05-14 00:00:00,KYC Issue,44.37
700,2713,2024-10-13 00:00:00,Account Access,36.92
701,2714,2023-02-28 00:00:00,Account Access,19.47
702,2716,2024-05-07 00:00:00,Account Access,34.28
703,2719,2024-11-20 00:00:00,Payment Failure,21.38
704,2721,2024-10-07 00:00:00,KYC Issue,71.58
705,2722,2024-06-29 00:00:00,Account Access,4.47
706,2728,2023-12-30 00:00:00,Payment Failure,12.58
707,2730,2023-06-29 00:00:00,KYC Issue,24.77
708,2732,2024-01-29 00:00:00,Payment Failure,43.29
709,2734,2024-10-18 00:00:00,Account Access,15.5
710,2735,2024-03-28 00:00:00,Payment Failure,45.56
711,2736,2024-07-25 00:00:00,Payment Failure,50.18
712,2742,2024-06-28 00:00:00,KYC Issue,4.27
713,2744,2024-01-14 00:00:00,Payment Failure,5.56
714,2750,2024-04-13 00:00:00,KYC Issue,21.05
715,2753,2024-08-04 00:00:00,Payment Failure,67.47
716,2756,2023-03-27 00:00:00,Payment Failure,48.8
717,2766,2024-02-27 00:00:00,Account Access,50.53
718,2769,2023-03-16 00:00:00,Account Access,32.64
719,2778,2023-12-26 00:00:00,KYC Issue,34.45
720,2780,2024-05-22 00:00:00,Payment Failure,57.55
721,2782,2024-10-03 00:00:00,Payment Failure,18.42
722,2786,2023-08-05 00:00:00,Payment Failure,59.19
723,2793,2023-11-13 00:00:00,Account Access,27.23
724,2795,2024-07-14 00:00:00,KYC Issue,52.47
725,2796,2024-07-28 00:00:00,Payment Failure,45.86
726,2797,2023-12-30 00:00:00,Payment Failure,34.66
727,2799,2024-06-07 00:00:00,Payment Failure,8.15
728,2803,2024-01-01 00:00:00,Payment Failure,44.86
729,2807,2023-12-01 00:00:00,KYC Issue,55.24
730,2814,2023-08-14 00:00:00,KYC Issue,60.23
731,2816,2023-07-02 00:00:00,Payment Failure,69.13
732,2817,2024-03-05 00:00:00,Account Access,28.73
733,2821,2024-09-08 00:00:00,Payment Failure,5.81
734,2822,2023-01-28 00:00:00,KYC Issue,19.36
735,2825,2024-10-21 00:00:00,Payment Failure,2.44
736,2826,2024-09-19 00:00:00,KYC Issue,47.0
737,2827,2023-12-17 00:00:00,Payment Failure,11.83
738,2839,2024-01-27 00:00:00,Payment Failure,52.84
739,2841,2023-11-23 00:00:00,Payment Failure,14.24
740,2842,2023-02-15 00:00:00,Account Access,2.79
741,2844,2023-04-07 00:00:00,KYC Issue,2.3
742,2846,2024-02-12 00:00:00,KYC Issue,8.3
743,2848,2024-09-21 00:00:00,KYC Issue,5.02
744,2851,2024-11-09 00:00:00,KYC Issue,68.25
745,2858,2024-01-21 00:00:00,Payment Failure,29.98
746,2862,2024-06-25 00:00:00,Account Access,60.6
747,2865,2024-03-07 00:00:00,KYC Issue,39.76
748,2867,2024-02-12 00:00:00,Payment Failure,15.3
749,2868,2024-12-27 00:00:00,Account Access,38.09
750,2870,2023-04-22 00:00:00,Account Access,55.95
751,2871,2024-05-18 00:00:00,KYC Issue,66.06
752,2872,2023-05-06 00:00:00,KYC Issue,33.71
753,2874,2023-02-13 00:00:00,Account Access,43.29
754,2878,2024-04-26 00:00:00,KYC Issue,64.81
755,2879,2023-08-08 00:00:00,KYC Issue,51.24
756,2880,2023-10-27 00:00:00,KYC Issue,70.74
757,2881,2024-10-08 00:00:00,Account Access,48.73
758,2888,2024-01-06 00:00:00,KYC Issue,66.4
759,2894,2023-03-12 00:00:00,KYC Issue,71.73
760,2897,2023-03-04 00:00:00,KYC Issue,3.45
761,2906,2024-08-15 00:00:00,Payment Failure,6.83
762,2911,2023-11-06 00:00:00,KYC Issue,45.85
763,2918,2023-04-23 00:00:00,KYC Issue,48.31
764,2933,2023-10-26 00:00:00,Account Access,70.43
765,2934,2023-10-26 00:00:00,KYC Issue,23.01
766,2935,2024-03-24 00:00:00,Account Access,70.92
767,2937,2023-03-28 00:00:00,KYC Issue,13.01
768,2949,2023-05-22 00:00:00,Payment Failure,43.52
769,2954,2024-01-14 00:00:00,Account Access,49.04
770,2959,2024-04-09 00:00:00,Payment Failure,42.16
771,2961,2024-03-19 00:00:00,Account Access,22.0
772,2970,2024-05-28 00:00:00,Account Access,63.75
773,2972,2024-10-18 00:00:00,KYC Issue,19.84
774,2979,2023-10-22 00:00:00,Account Access,42.34
775,2985,2023-03-10 00:00:00,Account Access,10.76
776,2987,2024-11-20 00:00:00,KYC Issue,3.27
777,2993,2023-11-12 00:00:00,Payment Failure,61.4
778,2995,2023-04-03 00:00:00,Account Access,26.62
779,2999,2025-01-13 00:00:00,KYC Issue,65.19
780,3000,2024-05-13 00:00:00,KYC Issue,7.23
781,3002,2024-02-10 00:00:00,KYC Issue,34.1
782,3008,2024-05-27 00:00:00,Payment Failure,60.71
783,3014,2023-09-16 00:00:00,Payment Failure,32.62
784,3021,2024-04-29 00:00:00,KYC Issue,51.0
785,3025,2023-05-13 00:00:00,Payment Failure,30.36
786,3028,2023-11-11 00:00:00,KYC Issue,48.44
787,3029,2023-07-03 00:00:00,KYC Issue,11.88
788,3039,2024-09-01 00:00:00,Payment Failure,23.3
789,3040,2023-10-06 00:00:00,KYC Issue,59.02
790,3041,2024-06-15 00:00:00,Payment Failure,28.14
791,3042,2024-04-25 00:00:00,KYC Issue,53.72
792,3045,2023-03-10 00:00:00,KYC Issue,34.34
793,3047,2024-01-09 00:00:00,Payment Failure,8.64
794,3048,2024-02-07 00:00:00,Payment Failure,64.44
795,3049,2024-10-22 00:00:00,KYC Issue,41.23
796,3051,2024-02-25 00:00:00,KYC Issue,58.62
797,3060,2024-03-14 00:00:00,Account Access,62.01
798,3061,2023-06-25 00:00:00,KYC Issue,58.49
799,3066,2023-04-16 00:00:00,KYC Issue,21.96
800,3070,2023-12-20 00:00:00,Account Access,31.52
801,3078,2023-02-13 00:00:00,Payment Failure,55.61
802,3079,2024-12-03 00:00:00,KYC Issue,47.75
803,3086,2024-08-28 00:00:00,Account Access,26.31
804,3087,2023-05-26 00:00:00,KYC Issue,37.95
805,3088,2023-09-03 00:00:00,Account Access,41.72
806,3090,2023-05-06 00:00:00,Payment Failure,64.5
807,3092,2023-07-27 00:00:00,KYC Issue,39.91
808,3094,2024-01-30 00:00:00,KYC Issue,68.34
809,3096,2023-01-07 00:00:00,KYC Issue,38.96
810,3106,2023-05-03 00:00:00,Payment Failure,44.92
811,3116,2023-04-13 00:00:00,Payment Failure,59.57
812,3118,2023-05-26 00:00:00,KYC Issue,50.95
813,3121,2024-04-29 00:00:00,KYC Issue,36.44
814,3123,2023-11-16 00:00:00,KYC Issue,57.16
815,3125,2024-01-09 00:00:00,Payment Failure,67.84
816,3134,2023-10-30 00:00:00,Account Access,58.95
817,3142,2024-12-07 00:00:00,KYC Issue,43.71
818,3144,2024-12-04 00:00:00,KYC Issue,18.24
819,3153,2023-03-18 00:00:00,Account Access,48.07
820,3155,2024-06-16 00:00:00,Payment Failure,67.05
821,3157,2023-11-23 00:00:00,KYC Issue,5.57
822,3159,2023-06-18 00:00:00,Payment Failure,64.66
823,3162,2024-05-14 00:00:00,KYC Issue,22.8
824,3164,2023-09-28 00:00:00,Payment Failure,5.44
825,3166,2024-02-17 00:00:00,KYC Issue,63.63
826,3167,2024-08-08 00:00:00,KYC Issue,27.14
827,3168,2023-05-15 00:00:00,KYC Issue,62.1
828,3171,2024-03-25 00:00:00,KYC Issue,30.32
829,3173,2024-04-11 00:00:00,Account Access,43.1
830,3174,2024-01-20 00:00:00,Payment Failure,69.53
831,3175,2024-03-19 00:00:00,KYC Issue,51.83
832,3176,2024-08-23 00:00:00,Account Access,67.46
833,3177,2024-10-13 00:00:00,Payment Failure,35.17
834,3182,2024-10-06 00:00:00,KYC Issue,26.49
835,3185,2023-11-03 00:00:00,Account Access,65.55
836,3187,2024-11-16 00:00:00,Payment Failure,39.6
837,3188,2024-01-19 00:00:00,KYC Issue,41.59
838,3205,2023-01-22 00:00:00,Payment Failure,34.73
839,3212,2023-11-01 00:00:00,Account Access,2.71
840,3215,2024-08-25 00:00:00,KYC Issue,22.35
841,3219,2023-02-16 00:00:00,Payment Failure,69.56
842,3223,2023-04-27 00:00:00,Account Access,52.45
843,3224,2024-01-17 00:00:00,Payment Failure,15.39
844,3225,2023-11-23 00:00:00,Account Access,52.79
845,3231,2024-04-06 00:00:00,Payment Failure,47.59
846,3232,2023-02-28 00:00:00,Payment Failure,24.21
847,3233,2024-05-22 00:00:00,Account Access,8.33
848,3239,2023-04-25 00:00:00,KYC Issue,3.34
849,3245,2024-08-21 00:00:00,KYC Issue,34.77
850,3248,2023-06-10 00:00:00,Account Access,47.63
851,3260,2023-08-26 00:00:00,KYC Issue,67.49
852,3263,2024-09-26 00:00:00,KYC Issue,44.53
853,3270,2025-01-19 00:00:00,Payment Failure,11.23
854,3273,2024-10-07 00:00:00,KYC Issue,33.6
855,3274,2024-03-26 00:00:00,Payment Failure,43.37
856,3276,2023-05-05 00:00:00,Account Access,23.26
857,3278,2024-07-14 00:00:00,Payment Failure,70.11
858,3285,2023-04-06 00:00:00,KYC Issue,62.56
859,3286,2023-08-24 00:00:00,KYC Issue,43.79
860,3288,2023-01-27 00:00:00,Payment Failure,21.05
861,3289,2023-07-29 00:00:00,Payment Failure,59.99
862,3290,2023-02-09 00:00:00,KYC Issue,68.23
863,3293,2024-05-12 00:00:00,KYC Issue,35.45
864,3296,2024-03-30 00:00:00,Payment Failure,56.27
865,3297,2024-04-02 00:00:00,KYC Issue,30.13
866,3301,2023-05-01 00:00:00,Account Access,25.7
867,3302,2024-07-28 00:00:00,KYC Issue,29.2
868,3312,2024-09-07 00:00:00,KYC Issue,7.12
869,3317,2024-10-12 00:00:00,KYC Issue,49.5
870,3319,2023-05-23 00:00:00,KYC Issue,35.89
871,3320,2023-10-18 00:00:00,Payment Failure,46.09
872,3323,2023-01-16 00:00:00,Payment Failure,39.8
873,3329,2024-08-16 00:00:00,Account Access,23.47
874,3331,2024-06-26 00:00:00,Account Access,13.95
875,3335,2024-01-02 00:00:00,KYC Issue,20.65
876,3340,2024-10-29 00:00:00,Payment Failure,32.99
877,3344,2024-01-06 00:00:00,Account Access,53.86
878,3345,2024-08-12 00:00:00,KYC Issue,41.41
879,3353,2024-10-01 00:00:00,Payment Failure,25.63
880,3355,2025-01-23 00:00:00,Payment Failure,71.32
881,3360,2023-03-10 00:00:00,KYC Issue,58.84
882,3362,2023-02-04 00:00:00,Account Access,28.1
883,3365,2023-07-23 00:00:00,Account Access,26.99
884,3366,2023-11-01 00:00:00,Payment Failure,7.67
885,3367,2023-10-13 00:00:00,KYC Issue,51.62
886,3373,2024-02-08 00:00:00,KYC Issue,24.79
887,3375,2024-10-04 00:00:00,KYC Issue,44.26
888,3381,2024-06-28 00:00:00,Payment Failure,46.13
889,3388,2023-07-25 00:00:00,KYC Issue,69.66
890,3389,2025-01-14 00:00:00,Payment Failure,12.08
891,3391,2024-06-06 00:00:00,KYC Issue,42.79
892,3394,2024-11-02 00:00:00,KYC Issue,55.1
893,3399,2024-08-23 00:00:00,KYC Issue,33.42
894,3402,2023-01-20 00:00:00,KYC Issue,65.86
895,3406,2024-06-15 00:00:00,Account Access,20.74
896,3408,2024-02-09 00:00:00,KYC Issue,54.49
897,3412,2024-03-19 00:00:00,Payment Failure,18.68
898,3413,2024-02-12 00:00:00,Account Access,41.38
899,3415,2023-10-29 00:00:00,Payment Failure,44.44
900,3416,2024-07-24 00:00:00,Account Access,23.5
901,3419,2023-04-08 00:00:00,KYC Issue,43.55
902,3421,2024-06-09 00:00:00,Account Access,67.88
903,3424,2024-08-04 00:00:00,KYC Issue,12.53
904,3425,2024-07-03 00:00:00,Payment Failure,15.82
905,3428,2023-05-13 00:00:00,Payment Failure,15.99
906,3434,2023-12-06 00:00:00,Payment Failure,35.67
907,3438,2024-06-15 00:00:00,Payment Failure,61.52
908,3439,2024-11-30 00:00:00,Payment Failure,64.85
909,3447,2024-06-14 00:00:00,Payment Failure,42.59
910,3455,2024-08-16 00:00:00,KYC Issue,45.32
911,3460,2023-10-17 00:00:00,KYC Issue,59.87
912,3469,2024-05-14 00:00:00,Payment Failure,15.68
913,3477,2024-10-13 00:00:00,KYC Issue,2.59
914,3478,2023-04-12 00:00:00,Account Access,31.81
915,3479,2023-12-12 00:00:00,KYC Issue,13.69
916,3491,2024-10-21 00:00:00,Account Access,69.83
917,3496,2023-04-09 00:00:00,KYC Issue,7.49
918,3497,2024-12-04 00:00:00,Payment Failure,66.09
919,3499,2023-10-20 00:00:00,Account Access,51.6
920,3500,2023-09-03 00:00:00,KYC Issue,33.43
921,3501,2023-07-03 00:00:00,Payment Failure,53.64
922,3507,2024-03-06 00:00:00,Account Access,19.12
923,3511,2023-05-10 00:00:00,Account Access,63.69
924,3512,2023-08-02 00:00:00,Account Access,71.1
925,3513,2023-10-08 00:00:00,Account Access,56.09
926,3518,2023-08-24 00:00:00,Payment Failure,4.4
927,3520,2023-10-25 00:00:00,KYC Issue,15.5
928,3524,2023-01-24 00:00:00,KYC Issue,41.6
929,3526,2024-05-02 00:00:00,KYC Issue,66.88
930,3534,2023-08-02 00:00:00,Payment Failure,8.6
931,3539,2023-11-27 00:00:00,KYC Issue,63.1
932,3548,2024-05-04 00:00:00,Payment Failure,54.21
933,3554,2024-04-20 00:00:00,Payment Failure,36.87
934,3556,2024-08-09 00:00:00,Payment Failure,50.54
935,3557,2024-08-03 00:00:00,Payment Failure,12.82
936,3558,2024-08-24 00:00:00,KYC Issue,54.0
937,3560,2023-12-19 00:00:00,Payment Failure,9.61
938,3564,2023-03-06 00:00:00,Account Access,25.14
939,3565,2024-11-25 00:00:00,KYC Issue,48.6
940,3566,2023-06-04 00:00:00,Payment Failure,6.68
941,3572,2024-08-03 00:00:00,KYC Issue,23.09
942,3573,2024-05-14 00:00:00,Payment Failure,28.34
943,3581,2023-10-01 00:00:00,KYC Issue,56.6
944,3582,2023-07-30 00:00:00,KYC Issue,70.61
945,3586,2023-11-29 00:00:00,KYC Issue,65.86
946,3587,2023-05-14 00:00:00,KYC Issue,55.84
947,3589,2024-04-28 00:00:00,Payment Failure,10.28
948,3595,2023-11-21 00:00:00,KYC Issue,55.8
949,3600,2023-12-24 00:00:00,KYC Issue,30.85
950,3601,2023-04-28 00:00:00,KYC Issue,71.93
951,3605,2024-06-20 00:00:00,KYC Issue,58.31
952,3618,2023-05-14 00:00:00,KYC Issue,52.36
953,3622,2024-10-28 00:00:00,Account Access,43.63
954,3624,2023-09-12 00:00:00,Payment Failure,34.88
955,3626,2023-03-05 00:00:00,Account Access,38.06
956,3627,2024-01-31 00:00:00,Payment Failure,57.4
957,3628,2024-03-02 00:00:00,KYC Issue,67.16
958,3639,2024-12-22 00:00:00,Payment Failure,52.58
959,3642,2024-12-28 00:00:00,Payment Failure,16.31
960,3645,2023-11-01 00:00:00,KYC Issue,33.0
961,3650,2023-04-19 00:00:00,Account Access,35.36
962,3651,2024-07-09 00:00:00,Payment Failure,3.19
963,3652,2023-05-27 00:00:00,KYC Issue,26.26
964,3658,2024-02-28 00:00:00,Account Access,12.62
965,3659,2024-11-04 00:00:00,Payment Failure,54.06
966,3662,2023-07-14 00:00:00,KYC Issue,27.01
967,3667,2024-11-09 00:00:00,Account Access,59.34
968,3679,2023-03-01 00:00:00,Payment Failure,17.28
969,3686,2023-10-29 00:00:00,KYC Issue,21.98
970,3690,2024-12-08 00:00:00,Payment Failure,31.53
971,3691,2024-10-22 00:00:00,Account Access,15.26
972,3695,2023-05-29 00:00:00,Account Access,63.33
973,3697,2023-08-21 00:00:00,Account Access,41.61
974,3703,2024-06-11 00:00:00,Payment Failure,2.47
975,3708,2023-09-04 00:00:00,KYC Issue,50.37
976,3713,2024-11-25 00:00:00,Account Access,39.74
977,3725,2023-10-19 00:00:00,Account Access,20.37
978,3734,2024-10-20 00:00:00,Account Access,32.33
979,3743,2024-09-27 00:00:00,KYC Issue,14.98
980,3744,2024-04-30 00:00:00,Account Access,42.15
981,3745,2023-06-01 00:00:00,Payment Failure,24.52
982,3748,2024-10-29 00:00:00,Payment Failure,25.62
983,3752,2024-10-25 00:00:00,KYC Issue,46.28
984,3754,2023-10-10 00:00:00,Account Access,63.34
985,3757,2023-03-08 00:00:00,KYC Issue,37.77
986,3759,2024-08-26 00:00:00,KYC Issue,66.69
