user_id,signup_date,acquisition_channel,country,device_type,kyc_status,kyc_completed_at
1418,2024-03-05 00:00:00,affiliate,India,iOS,approved,2024-03-07 00:00:00
1419,2023-09-19 00:00:00,paid_ads,Ireland,Android,approved,2023-09-23 00:00:00
1420,2024-07-16 00:00:00,referral,India,iOS,approved,2024-07-20 00:00:00
1421,2023-11-06 00:00:00,organic,UK,Android,rejected,
1422,2024-09-06 00:00:00,referral,Ireland,iOS,pending,
1423,2024-01-29 00:00:00,organic,UK,iOS,approved,2024-02-03 00:00:00
1424,2023-01-29 00:00:00,paid_ads,Ireland,Android,rejected,
1425,2024-07-28 00:00:00,organic,India,iOS,approved,2024-07-30 00:00:00
1426,2023-08-17 00:00:00,referral,UK,iOS,approved,2023-08-21 00:00:00
1427,2023-09-11 00:00:00,affiliate,UK,Android,approved,2023-09-12 00:00:00
1428,2024-11-17 00:00:00,referral,India,Android,approved,2024-11-21 00:00:00
1429,2024-05-22 00:00:00,affiliate,Ireland,Android,approved,2024-05-26 00:00:00
1430,2024-02-02 00:00:00,organic,Ireland,Android,approved,2024-02-05 00:00:00
1431,2024-03-11 00:00:00,referral,Ireland,iOS,approved,2024-03-13 00:00:00
1432,2023-04-27 00:00:00,paid_ads,UK,Android,pending,
1433,2023-03-02 00:00:00,paid_ads,UK,Android,pending,
1434,2023-01-21 00:00:00,organic,Ireland,iOS,pending,
1435,2024-01-22 00:00:00,organic,India,iOS,approved,2024-01-26 00:00:00
1436,2023-06-30 00:00:00,referral,UK,Android,rejected,
1437,2024-05-29 00:00:00,organic,UK,Android,approved,2024-06-02 00:00:00
1438,2024-10-23 00:00:00,organic,Ireland,iOS,approved,2024-10-26 00:00:00
1439,2023-06-14 00:00:00,organic,Ireland,Android,approved,2023-06-16 00:00:00
1440,2023-04-12 00:00:00,paid_ads,Ireland,iOS,approved,2023-04-16 00:00:00
1441,2023-01-22 00:00:00,organic,Ireland,Android,approved,2023-01-23 00:00:00
1442,2023-04-07 00:00:00,affiliate,UK,Android,rejected,
1443,2024-03-19 00:00:00,referral,UK,iOS,pending,
1444,2023-02-15 00:00:00,organic,India,iOS,pending,
1445,2024-01-24 00:00:00,paid_ads,India,Android,approved,2024-01-26 00:00:00
1446,2024-01-16 00:00:00,organic,Ireland,iOS,pending,
1447,2023-05-16 00:00:00,referral,Ireland,iOS,rejected,
1448,2023-11-02 00:00:00,organic,Ireland,iOS,approved,2023-11-06 00:00:00
1449,2024-05-30 00:00:00,paid_ads,India,Android,approved,2024-06-01 00:00:00
1450,2023-02-03 00:00:00,referral,UK,iOS,pending,
1451,2024-06-07 00:00:00,organic,Ireland,iOS,approved,2024-06-10 00:00:00
1452,2024-09-22 00:00:00,referral,UK,Android,approved,2024-09-23 00:00:00
1453,2024-02-26 00:00:00,referral,UK,iOS,pending,
1454,2024-12-03 00:00:00,referral,Ireland,Android,approved,2024-12-06 00:00:00
1455,2023-06-28 00:00:00,organic,UK,Android,approved,2023-06-30 00:00:00
1456,2024-08-18 00:00:00,paid_ads,Ireland,Android,approved,2024-08-22 00:00:00
1457,2023-06-20 00:00:00,paid_ads,UK,iOS,rejected,
1458,2023-05-27 00:00:00,organic,India,Android,pending,
1459,2023-02-12 00:00:00,affiliate,UK,iOS,pending,
1460,2023-11-02 00:00:00,affiliate,India,iOS,rejected,
1461,2023-02-24 00:00:00,referral,Ireland,iOS,approved,2023-03-01 00:00:00
1462,2023-01-05 00:00:00,paid_ads,UK,Android,approved,2023-01-10 00:00:00
1463,2023-03-21 00:00:00,affiliate,India,Android,pending,
1464,2023-08-14 00:00:00,paid_ads,Ireland,iOS,pending,
1465,2024-01-30 00:00:00,organic,Ireland,Android,approved,2024-02-03 00:00:00
1466,2024-11-12 00:00:00,paid_ads,Ireland,iOS,rejected,
1467,2024-01-13 00:00:00,paid_ads,Ireland,iOS,approved,2024-01-17 00:00:00
1468,2024-02-23 00:00:00,paid_ads,India,iOS,approved,2024-02-24 00:00:00
1469,2024-01-22 00:00:00,affiliate,Ireland,iOS,pending,
1470,2023-12-25 00:00:00,referral,UK,iOS,approved,2023-12-27 00:00:00
1471,2024-10-01 00:00:00,paid_ads,Ireland,iOS,approved,2024-10-04 00:00:00
1472,2024-12-21 00:00:00,organic,UK,Android,approved,2024-12-26 00:00:00
1473,2023-10-29 00:00:00,referral,India,iOS,pending,
1474,2023-08-21 00:00:00,referral,Ireland,iOS,approved,2023-08-26 00:00:00
1475,2024-10-15 00:00:00,affiliate,India,Android,rejected,
1476,2024-12-27 00:00:00,organic,India,Android,approved,2024-12-28 00:00:00
1477,2024-12-20 00:00:00,organic,Ireland,iOS,approved,2024-12-22 00:00:00
1478,2024-03-16 00:00:00,organic,UK,iOS,pending,
1479,2024-04-29 00:00:00,organic,UK,iOS,pending,
1480,2023-05-07 00:00:00,referral,UK,Android,approved,2023-05-10 00:00:00
1481,2024-01-28 00:00:00,referral,UK,Android,approved,2024-01-29 00:00:00
1482,2024-06-12 00:00:00,affiliate,India,Android,approved,2024-06-14 00:00:00
1483,2024-04-30 00:00:00,organic,India,iOS,approved,2024-05-01 00:00:00
1484,2023-03-22 00:00:00,paid_ads,Ireland,iOS,approved,2023-03-23 00:00:00
1485,2023-01-30 00:00:00,referral,Ireland,iOS,rejected,
1486,2024-06-02 00:00:00,referral,Ireland,iOS,approved,2024-06-04 00:00:00
1487,2024-03-10 00:00:00,paid_ads,UK,Android,approved,2024-03-11 00:00:00
1488,2023-01-27 00:00:00,paid_ads,UK,iOS,approved,2023-01-29 00:00:00
1489,2024-01-16 00:00:00,paid_ads,Ireland,iOS,approved,2024-01-20 00:00:00
1490,2024-08-09 00:00:00,referral,UK,iOS,approved,2024-08-11 00:00:00
1491,2023-01-07 00:00:00,organic,Ireland,Android,approved,2023-01-09 00:00:00
1492,2023-06-23 00:00:00,referral,India,Android,rejected,
1493,2023-05-08 00:00:00,affiliate,UK,iOS,approved,2023-05-10 00:00:00
1494,2024-10-07 00:00:00,paid_ads,UK,Android,pending,
1495,2024-07-28 00:00:00,organic,India,iOS,approved,2024-08-02 00:00:00
1496,2024-01-26 00:00:00,organic,Ireland,Android,pending,
1497,2023-06-06 00:00:00,affiliate,UK,Android,approved,2023-06-10 00:00:00
1498,2023-09-10 00:00:00,paid_ads,UK,iOS,approved,2023-09-12 00:00:00
1499,2023-03-09 00:00:00,referral,UK,iOS,approved,2023-03-14 00:00:00
1500,2023-07-31 00:00:00,organic,India,Android,rejected,
1501,2023-09-21 00:00:00,organic,Ireland,Android,pending,
1502,2024-06-16 00:00:00,paid_ads,UK,iOS,rejected,
1503,2023-04-23 00:00:00,paid_ads,UK,Android,approved,2023-04-27 00:00:00
1504,2024-04-02 00:00:00,organic,Ireland,Android,pending,
1505,2023-12-14 00:00:00,affiliate,UK,iOS,approved,2023-12-16 00:00:00
1506,2023-12-03 00:00:00,organic,Ireland,iOS,rejected,
1507,2023-06-29 00:00:00,affiliate,Ireland,Android,approved,2023-06-30 00:00:00
1508,2023-08-25 00:00:00,organic,India,Android,pending,
1509,2023-02-26 00:00:00,organic,UK,iOS,rejected,
1510,2023-06-26 00:00:00,organic,UK,Android,pending,
1511,2024-08-17 00:00:00,referral,UK,Android,approved,2024-08-22 00:00:00
1512,2024-10-07 00:00:00,paid_ads,India,iOS,approved,2024-10-11 00:00:00
1513,2023-10-17 00:00:00,affiliate,India,iOS,approved,2023-10-21 00:00:00
1514,2024-01-09 00:00:00,organic,India,Android,rejected,
1515,2023-05-24 00:00:00,paid_ads,Ireland,iOS,approved,2023-05-29 00:00:00
1516,2024-10-24 00:00:00,referral,UK,Android,approved,2024-10-28 00:00:00
1517,2024-11-26 00:00:00,paid_ads,Ireland,Android,pending,
1518,2023-12-04 00:00:00,paid_ads,UK,Android,approved,2023-12-08 00:00:00
1519,2024-05-04 00:00:00,referral,UK,iOS,pending,
1520,2023-01-27 00:00:00,organic,Ireland,Android,pending,
1521,2024-11-27 00:00:00,paid_ads,Ireland,iOS,pending,
1522,2023-03-14 00:00:00,affiliate,Ireland,iOS,approved,2023-03-15 00:00:00
1523,2024-03-02 00:00:00,paid_ads,Ireland,iOS,rejected,
1524,2023-11-19 00:00:00,paid_ads,UK,iOS,pending,
1525,2024-09-06 00:00:00,paid_ads,Ireland,Android,rejected,
1526,2023-09-13 00:00:00,referral,UK,iOS,approved,2023-09-14 00:00:00
1527,2023-09-09 00:00:00,referral,Ireland,Android,approved,2023-09-10 00:00:00
1528,2023-01-15 00:00:00,organic,UK,iOS,rejected,
1529,2023-02-15 00:00:00,referral,Ireland,Android,pending,
1530,2024-03-11 00:00:00,paid_ads,India,iOS,approved,2024-03-13 00:00:00
1531,2024-10-05 00:00:00,paid_ads,India,Android,approved,2024-10-10 00:00:00
1532,2023-09-21 00:00:00,paid_ads,Ireland,Android,pending,
1533,2024-11-17 00:00:00,paid_ads,Ireland,iOS,approved,2024-11-19 00:00:00
1534,2023-03-14 00:00:00,organic,UK,Android,rejected,
1535,2023-08-19 00:00:00,referral,UK,Android,approved,2023-08-21 00:00:00
1536,2023-07-24 00:00:00,paid_ads,Ireland,iOS,rejected,
1537,2023-03-03 00:00:00,paid_ads,Ireland,iOS,approved,2023-03-06 00:00:00
1538,2023-05-03 00:00:00,referral,India,iOS,approved,2023-05-06 00:00:00
1539,2024-05-13 00:00:00,paid_ads,Ireland,Android,approved,2024-05-16 00:00:00
1540,2024-10-01 00:00:00,organic,Ireland,iOS,approved,2024-10-02 00:00:00
1541,2024-03-14 00:00:00,organic,India,Android,pending,
1542,2024-12-06 00:00:00,organic,Ireland,iOS,approved,2024-12-08 00:00:00
1543,2023-01-18 00:00:00,referral,UK,iOS,rejected,
1544,2024-02-06 00:00:00,paid_ads,UK,iOS,rejected,
1545,2023-09-07 00:00:00,organic,India,iOS,approved,2023-09-10 00:00:00
1546,2024-03-01 00:00:00,paid_ads,Ireland,Android,rejected,
1547,2023-07-11 00:00:00,paid_ads,UK,iOS,rejected,
1548,2024-06-07 00:00:00,paid_ads,Ireland,iOS,approved,2024-06-09 00:00:00
1549,2024-03-01 00:00:00,referral,Ireland,iOS,approved,2024-03-04 00:00:00
1550,2023-05-11 00:00:00,affiliate,Ireland,iOS,approved,2023-05-14 00:00:00
1551,2024-07-04 00:00:00,referral,India,Android,approved,2024-07-05 00:00:00
1552,2024-12-21 00:00:00,paid_ads,Ireland,iOS,approved,2024-12-24 00:00:00
1553,2023-03-11 00:00:00,paid_ads,UK,Android,pending,
1554,2023-10-06 00:00:00,referral,Ireland,iOS,pending,
1555,2023-02-27 00:00:00,organic,UK,iOS,pending,
1556,2023-11-22 00:00:00,organic,Ireland,iOS,rejected,
1557,2024-11-26 00:00:00,paid_ads,UK,Android,approved,2024-11-30 00:00:00
1558,2024-08-28 00:00:00,paid_ads,UK,iOS,approved,2024-09-01 00:00:00
1559,2024-06-18 00:00:00,referral,India,iOS,approved,2024-06-23 00:00:00
1560,2024-11-26 00:00:00,organic,India,iOS,approved,2024-11-27 00:00:00
1561,2024-03-22 00:00:00,referral,Ireland,iOS,approved,2024-03-27 00:00:00
1562,2023-09-17 00:00:00,referral,India,Android,approved,2023-09-19 00:00:00
1563,2023-02-07 00:00:00,paid_ads,Ireland,iOS,approved,2023-02-10 00:00:00
1564,2024-04-30 00:00:00,affiliate,UK,iOS,pending,
1565,2023-11-09 00:00:00,paid_ads,UK,iOS,approved,2023-11-14 00:00:00
1566,2023-02-06 00:00:00,paid_ads,India,Android,approved,2023-02-10 00:00:00
1567,2023-09-17 00:00:00,referral,Ireland,Android,approved,2023-09-19 00:00:00
1568,2024-10-07 00:00:00,referral,India,Android,approved,2024-10-12 00:00:00
1569,2023-11-10 00:00:00,affiliate,UK,Android,approved,2023-11-13 00:00:00
1570,2024-09-05 00:00:00,referral,UK,Android,approved,2024-09-07 00:00:00
1571,2024-08-18 00:00:00,paid_ads,India,Android,pending,
1572,2023-08-08 00:00:00,affiliate,Ireland,Android,approved,2023-08-13 00:00:00
1573,2024-12-15 00:00:00,affiliate,Ireland,Android,approved,2024-12-19 00:00:00
1574,2024-04-10 00:00:00,paid_ads,Ireland,Android,pending,
1575,2024-05-01 00:00:00,organic,UK,iOS,pending,
1576,2023-05-14 00:00:00,affiliate,India,Android,approved,2023-05-17 00:00:00
1577,2024-12-23 00:00:00,affiliate,Ireland,Android,approved,2024-12-27 00:00:00
1578,2024-02-13 00:00:00,organic,Ireland,Android,approved,2024-02-16 00:00:00
1579,2024-12-16 00:00:00,paid_ads,Ireland,Android,approved,2024-12-19 00:00:00
1580,2024-12-17 00:00:00,referral,Ireland,iOS,approved,2024-12-21 00:00:00
1581,2024-10-18 00:00:00,organic,UK,iOS,approved,2024-10-19 00:00:00
1582,2024-08-18 00:00:00,paid_ads,UK,Android,pending,
1583,2023-10-04 00:00:00,organic,Ireland,iOS,pending,
1584,2024-05-12 00:00:00,organic,UK,Android,approved,2024-05-14 00:00:00
1585,2023-06-25 00:00:00,affiliate,Ireland,Android,pending,
1586,2023-12-25 00:00:00,paid_ads,UK,iOS,pending,
1587,2024-05-19 00:00:00,organic,Ireland,iOS,approved,2024-05-24 00:00:00
1588,2023-12-19 00:00:00,paid_ads,Ireland,iOS,approved,2023-12-20 00:00:00
1589,2023-12-30 00:00:00,affiliate,Ireland,Android,pending,
1590,2023-06-25 00:00:00,referral,Ireland,iOS,pending,
1591,2023-03-16 00:00:00,organic,India,Android,approved,2023-03-17 00:00:00
1592,2024-04-07 00:00:00,organic,India,Android,approved,2024-04-11 00:00:00
1593,2024-05-12 00:00:00,paid_ads,Ireland,Android,rejected,
1594,2024-06-09 00:00:00,affiliate,UK,iOS,approved,2024-06-12 00:00:00
1595,2023-04-03 00:00:00,paid_ads,UK,Android,approved,2023-04-07 00:00:00
1596,2023-03-20 00:00:00,paid_ads,India,Android,approved,2023-03-23 00:00:00
1597,2023-05-27 00:00:00,paid_ads,Ireland,iOS,pending,
1598,2024-11-29 00:00:00,paid_ads,Ireland,Android,approved,2024-12-02 00:00:00
1599,2023-07-20 00:00:00,referral,Ireland,iOS,approved,2023-07-24 00:00:00
1600,2024-12-22 00:00:00,affiliate,Ireland,Android,pending,
1601,2023-08-16 00:00:00,paid_ads,Ireland,iOS,approved,2023-08-17 00:00:00
1602,2023-01-04 00:00:00,paid_ads,UK,iOS,approved,2023-01-05 00:00:00
1603,2024-06-07 00:00:00,organic,India,Android,approved,2024-06-12 00:00:00
1604,2024-05-31 00:00:00,organic,UK,iOS,pending,
1605,2024-05-15 00:00:00,organic,Ireland,iOS,approved,2024-05-17 00:00:00
1606,2023-12-01 00:00:00,paid_ads,India,Android,approved,2023-12-04 00:00:00
1607,2023-01-26 00:00:00,referral,India,iOS,rejected,
1608,2023-03-20 00:00:00,paid_ads,Ireland,Android,rejected,
1609,2023-09-08 00:00:00,paid_ads,Ireland,iOS,approved,2023-09-13 00:00:00
1610,2024-08-05 00:00:00,referral,UK,iOS,approved,2024-08-10 00:00:00
1611,2023-05-16 00:00:00,paid_ads,UK,iOS,approved,2023-05-18 00:00:00
1612,2023-11-01 00:00:00,paid_ads,UK,Android,approved,2023-11-03 00:00:00
1613,2024-10-13 00:00:00,referral,UK,iOS,pending,
1614,2023-04-18 00:00:00,organic,India,Android,approved,2023-04-23 00:00:00
1615,2024-06-20 00:00:00,referral,UK,iOS,approved,2024-06-24 00:00:00
1616,2024-01-14 00:00:00,paid_ads,Ireland,iOS,approved,2024-01-16 00:00:00
1617,2023-09-13 00:00:00,organic,UK,Android,pending,
1618,2023-03-15 00:00:00,paid_ads,Ireland,Android,pending,
1619,2024-07-05 00:00:00,affiliate,Ireland,Android,rejected,
1620,2023-11-11 00:00:00,paid_ads,India,Android,approved,2023-11-16 00:00:00
1621,2024-10-24 00:00:00,affiliate,Ireland,Android,approved,2024-10-26 00:00:00
1622,2024-05-15 00:00:00,paid_ads,UK,Android,pending,
1623,2023-07-23 00:00:00,organic,UK,Android,approved,2023-07-27 00:00:00
1624,2023-07-01 00:00:00,paid_ads,UK,Android,approved,2023-07-05 00:00:00
1625,2023-05-08 00:00:00,referral,India,iOS,approved,2023-05-12 00:00:00
1626,2023-03-12 00:00:00,organic,India,Android,approved,2023-03-13 00:00:00
1627,2023-06-13 00:00:00,referral,Ireland,iOS,approved,2023-06-16 00:00:00
1628,2024-04-11 00:00:00,affiliate,India,iOS,rejected,
1629,2023-10-07 00:00:00,organic,India,Android,approved,2023-10-08 00:00:00
1630,2023-11-21 00:00:00,referral,Ireland,Android,approved,2023-11-24 00:00:00
1631,2023-08-12 00:00:00,paid_ads,Ireland,iOS,rejected,
1632,2024-08-03 00:00:00,paid_ads,UK,Android,pending,
1633,2023-03-02 00:00:00,referral,India,iOS,approved,2023-03-07 00:00:00
1634,2023-04-22 00:00:00,paid_ads,UK,Android,approved,2023-04-24 00:00:00
1635,2023-08-06 00:00:00,organic,UK,Android,approved,2023-08-08 00:00:00
1636,2024-09-28 00:00:00,organic,Ireland,iOS,approved,2024-09-29 00:00:00
1637,2024-08-15 00:00:00,paid_ads,UK,iOS,approved,2024-08-20 00:00:00
1638,2023-08-26 00:00:00,affiliate,Ireland,iOS,pending,
1639,2024-04-27 00:00:00,paid_ads,Ireland,iOS,approved,2024-04-29 00:00:00
1640,2023-02-01 00:00:00,organic,Ireland,iOS,pending,
1641,2024-04-18 00:00:00,referral,India,iOS,approved,2024-04-22 00:00:00
1642,2023-09-07 00:00:00,referral,Ireland,iOS,approved,2023-09-09 00:00:00
1643,2024-05-10 00:00:00,paid_ads,UK,Android,rejected,
1644,2023-07-23 00:00:00,organic,Ireland,iOS,pending,
1645,2023-11-11 00:00:00,organic,UK,iOS,approved,2023-11-14 00:00:00
1646,2024-02-22 00:00:00,paid_ads,Ireland,Android,approved,2024-02-23 00:00:00
1647,2024-11-14 00:00:00,paid_ads,UK,iOS,approved,2024-11-15 00:00:00
1648,2024-02-14 00:00:00,referral,UK,iOS,approved,2024-02-18 00:00:00
1649,2024-01-04 00:00:00,referral,Ireland,iOS,approved,2024-01-06 00:00:00
1650,2024-11-05 00:00:00,affiliate,Ireland,iOS,rejected,
1651,2023-10-03 00:00:00,affiliate,India,iOS,approved,2023-10-04 00:00:00
1652,2023-09-13 00:00:00,paid_ads,Ireland,Android,approved,2023-09-18 00:00:00
1653,2023-01-17 00:00:00,paid_ads,India,iOS,approved,2023-01-20 00:00:00
1654,2023-02-28 00:00:00,referral,India,Android,approved,2023-03-02 00:00:00
1655,2023-08-05 00:00:00,referral,Ireland,iOS,approved,2023-08-09 00:00:00
1656,2023-05-09 00:00:00,organic,India,iOS,approved,2023-05-11 00:00:00
1657,2024-10-09 00:00:00,affiliate,India,iOS,approved,2024-10-14 00:00:00
1658,2024-08-11 00:00:00,paid_ads,India,Android,pending,
1659,2024-06-26 00:00:00,affiliate,India,iOS,approved,2024-06-30 00:00:00
1660,2023-06-13 00:00:00,affiliate,UK,iOS,rejected,
1661,2023-09-10 00:00:00,paid_ads,Ireland,Android,rejected,
1662,2024-05-25 00:00:00,paid_ads,India,iOS,rejected,
1663,2024-07-01 00:00:00,paid_ads,UK,iOS,approved,2024-07-03 00:00:00
1664,2024-09-29 00:00:00,referral,UK,iOS,rejected,
1665,2024-10-16 00:00:00,paid_ads,Ireland,Android,pending,
1666,2024-02-20 00:00:00,paid_ads,UK,iOS,pending,
1667,2024-03-01 00:00:00,affiliate,Ireland,iOS,pending,
1668,2023-12-02 00:00:00,paid_ads,UK,iOS,rejected,
1669,2023-09-27 00:00:00,referral,UK,Android,approved,2023-09-28 00:00:00
1670,2023-10-15 00:00:00,referral,UK,Android,rejected,
1671,2023-06-20 00:00:00,affiliate,Ireland,iOS,rejected,
1672,2024-08-15 00:00:00,paid_ads,Ireland,iOS,pending,
1673,2024-03-08 00:00:00,paid_ads,Ireland,iOS,approved,2024-03-11 00:00:00
1674,2024-10-08 00:00:00,paid_ads,Ireland,Android,approved,2024-10-13 00:00:00
1675,2023-07-13 00:00:00,referral,Ireland,Android,rejected,
1676,2023-04-13 00:00:00,paid_ads,Ireland,iOS,rejected,
1677,2023-09-07 00:00:00,organic,Ireland,Android,approved,2023-09-11 00:00:00
1678,2024-06-12 00:00:00,referral,Ireland,Android,rejected,
1679,2024-05-27 00:00:00,organic,UK,iOS,approved,2024-05-29 00:00:00
1680,2023-09-19 00:00:00,paid_ads,UK,Android,pending,
1681,2024-05-12 00:00:00,organic,India,Android,rejected,
1682,2023-12-25 00:00:00,organic,India,iOS,approved,2023-12-27 00:00:00
1683,2023-09-19 00:00:00,paid_ads,UK,Android,approved,2023-09-23 00:00:00
1684,2024-12-19 00:00:00,paid_ads,Ireland,iOS,approved,2024-12-23 00:00:00
1685,2024-07-06 00:00:00,organic,Ireland,Android,rejected,
1686,2024-11-09 00:00:00,referral,Ireland,Android,pending,
1687,2023-03-02 00:00:00,affiliate,Ireland,Android,approved,2023-03-05 00:00:00
1688,2023-11-01 00:00:00,organic,Ireland,iOS,pending,
1689,2023-06-22 00:00:00,referral,India,iOS,approved,2023-06-26 00:00:00
1690,2023-05-13 00:00:00,paid_ads,UK,Android,pending,
1691,2023-12-31 00:00:00,organic,Ireland,Android,approved,2024-01-02 00:00:00
1692,2024-12-28 00:00:00,paid_ads,UK,iOS,approved,2024-12-30 00:00:00
1693,2024-07-17 00:00:00,referral,Ireland,Android,approved,2024-07-20 00:00:00
1694,2023-08-23 00:00:00,referral,Ireland,iOS,approved,2023-08-28 00:00:00
1695,2024-07-25 00:00:00,referral,Ireland,Android,rejected,
1696,2024-03-29 00:00:00,paid_ads,Ireland,iOS,approved,2024-03-30 00:00:00
1697,2024-08-24 00:00:00,affiliate,Ireland,Android,pending,
1698,2024-07-10 00:00:00,organic,UK,iOS,pending,
1699,2024-02-07 00:00:00,organic,Ireland,iOS,approved,2024-02-09 00:00:00
1700,2023-05-01 00:00:00,organic,India,iOS,pending,
1701,2024-03-26 00:00:00,referral,UK,iOS,pending,
1702,2024-07-24 00:00:00,referral,UK,iOS,approved,2024-07-25 00:00:00
1703,2024-06-16 00:00:00,paid_ads,India,Android,approved,2024-06-18 00:00:00
1704,2024-10-28 00:00:00,organic,UK,Android,pending,
1705,2024-02-20 00:00:00,referral,UK,Android,approved,2024-02-24 00:00:00
1706,2024-03-11 00:00:00,organic,UK,iOS,rejected,
1707,2023-11-02 00:00:00,paid_ads,Ireland,Android,approved,2023-11-04 00:00:00
1708,2024-07-22 00:00:00,organic,Ireland,iOS,pending,
1709,2023-11-17 00:00:00,paid_ads,UK,iOS,approved,2023-11-20 00:00:00
1710,2024-07-19 00:00:00,paid_ads,Ireland,Android,approved,2024-07-22 00:00:00
1711,2023-09-01 00:00:00,paid_ads,Ireland,Android,rejected,
1712,2023-09-11 00:00:00,referral,UK,Android,approved,2023-09-13 00:00:00
1713,2024-06-06 00:00:00,organic,India,iOS,approved,2024-06-08 00:00:00
1714,2023-03-10 00:00:00,referral,UK,Android,rejected,
1715,2024-09-23 00:00:00,referral,Ireland,iOS,approved,2024-09-28 00:00:00
1716,2023-09-18 00:00:00,organic,Ireland,Android,approved,2023-09-19 00:00:00
1717,2024-07-23 00:00:00,organic,Ireland,iOS,rejected,
1718,2023-07-04 00:00:00,paid_ads,UK,iOS,approved,2023-07-08 00:00:00
1719,2024-09-15 00:00:00,organic,Ireland,Android,rejected,
1720,2024-07-21 00:00:00,paid_ads,Ireland,iOS,approved,2024-07-22 00:00:00
1721,2023-11-05 00:00:00,affiliate,Ireland,Android,rejected,
1722,2023-09-28 00:00:00,paid_ads,UK,iOS,approved,2023-10-01 00:00:00
1723,2023-12-31 00:00:00,paid_ads,Ireland,Android,approved,2024-01-01 00:00:00
1724,2024-05-30 00:00:00,organic,Ireland,Android,approved,2024-06-04 00:00:00
1725,2024-05-14 00:00:00,referral,India,iOS,approved,2024-05-19 00:00:00
1726,2024-02-04 00:00:00,organic,India,iOS,approved,2024-02-09 00:00:00
1727,2024-08-09 00:00:00,paid_ads,Ireland,iOS,pending,
1728,2024-01-14 00:00:00,referral,India,iOS,rejected,
1729,2024-02-17 00:00:00,organic,UK,Android,approved,2024-02-21 00:00:00
1730,2024-08-15 00:00:00,referral,India,Android,pending,
1731,2024-03-20 00:00:00,referral,UK,iOS,approved,2024-03-21 00:00:00
1732,2023-10-26 00:00:00,affiliate,Ireland,iOS,rejected,
1733,2024-03-07 00:00:00,affiliate,Ireland,Android,pending,
1734,2024-07-06 00:00:00,affiliate,India,iOS,pending,
1735,2023-06-30 00:00:00,referral,India,iOS,approved,2023-07-03 00:00:00
1736,2023-06-24 00:00:00,organic,UK,Android,approved,2023-06-26 00:00:00
1737,2023-10-04 00:00:00,paid_ads,UK,iOS,approved,2023-10-09 00:00:00
1738,2023-02-23 00:00:00,referral,UK,iOS,approved,2023-02-28 00:00:00
1739,2023-10-09 00:00:00,organic,UK,iOS,pending,
1740,2023-09-17 00:00:00,referral,UK,Android,approved,2023-09-18 00:00:00
1741,2024-02-11 00:00:00,affiliate,Ireland,Android,approved,2024-02-12 00:00:00
1742,2023-07-03 00:00:00,referral,UK,Android,pending,
1743,2023-12-26 00:00:00,organic,Ireland,iOS,approved,2023-12-28 00:00:00
1744,2024-07-26 00:00:00,organic,UK,Android,rejected,
1745,2023-01-10 00:00:00,paid_ads,India,iOS,pending,
1746,2023-08-26 00:00:00,organic,Ireland,Android,rejected,
1747,2024-08-01 00:00:00,organic,Ireland,iOS,approved,2024-08-05 00:00:00
1748,2024-05-22 00:00:00,referral,Ireland,Android,pending,
1749,2024-08-18 00:00:00,referral,India,iOS,rejected,
1750,2023-10-24 00:00:00,organic,UK,iOS,pending,
1751,2024-08-07 00:00:00,referral,UK,Android,pending,
1752,2023-04-09 00:00:00,organic,India,Android,approved,2023-04-14 00:00:00
1753,2023-01-07 00:00:00,affiliate,India,iOS,approved,2023-01-10 00:00:00
1754,2023-12-13 00:00:00,organic,Ireland,iOS,approved,2023-12-18 00:00:00
1755,2024-08-14 00:00:00,organic,Ireland,Android,approved,2024-08-17 00:00:00
1756,2024-09-24 00:00:00,paid_ads,Ireland,iOS,approved,2024-09-29 00:00:00
1757,2024-01-13 00:00:00,paid_ads,Ireland,iOS,approved,2024-01-15 00:00:00
1758,2023-03-04 00:00:00,organic,UK,Android,pending,
1759,2023-09-09 00:00:00,referral,Ireland,Android,approved,2023-09-10 00:00:00
1760,2023-03-21 00:00:00,referral,India,iOS,approved,2023-03-26 00:00:00
1761,2024-02-23 00:00:00,organic,UK,iOS,approved,2024-02-25 00:00:00
1762,2023-09-26 00:00:00,referral,Ireland,Android,approved,2023-09-30 00:00:00
1763,2023-06-27 00:00:00,affiliate,Ireland,Android,rejected,
1764,2023-05-24 00:00:00,affiliate,India,iOS,approved,2023-05-28 00:00:00
1765,2023-05-23 00:00:00,paid_ads,UK,iOS,approved,2023-05-24 00:00:00
1766,2024-11-26 00:00:00,paid_ads,Ireland,Android,pending,
1767,2023-11-08 00:00:00,organic,UK,Android,rejected,
1768,2023-02-24 00:00:00,paid_ads,Ireland,Android,approved,2023-02-26 00:00:00
1769,2023-06-24 00:00:00,paid_ads,Ireland,iOS,pending,
1770,2024-05-21 00:00:00,referral,Ireland,iOS,approved,2024-05-25 00:00:00
1771,2024-04-16 00:00:00,referral,UK,iOS,approved,2024-04-17 00:00:00
1772,2023-09-10 00:00:00,affiliate,UK,Android,approved,2023-09-14 00:00:00
1773,2023-09-10 00:00:00,referral,India,iOS,approved,2023-09-15 00:00:00
1774,2024-06-04 00:00:00,referral,Ireland,iOS,pending,
1775,2023-04-15 00:00:00,paid_ads,Ireland,Android,approved,2023-04-20 00:00:00
1776,2024-10-05 00:00:00,paid_ads,Ireland,Android,pending,
