transaction_id,user_id,transaction_time,amount,status,fee_revenue
2429,1356,2024-01-17 04:24:00,694.84,success,10.42
2430,1356,2023-12-29 04:24:00,99.79,failed,0.0
2431,1356,2023-12-06 04:24:00,176.65,success,2.65
2432,1359,2025-01-28 01:22:00,265.36,success,3.98
2433,1359,2024-11-29 01:22:00,10.38,success,0.16
2434,1359,2024-12-25 01:22:00,1066.37,success,16.0
2435,1359,2024-11-27 01:22:00,1062.88,failed,0.0
2436,1372,2024-07-27 09:56:00,299.25,failed,0.0
2437,1372,2024-07-29 09:56:00,199.82,success,3.0
2438,1372,2024-07-16 09:56:00,561.8,success,8.43
2439,1372,2024-06-12 09:56:00,306.8,success,4.6
2440,1372,2024-07-04 09:56:00,466.45,failed,0.0
2441,1372,2024-08-22 09:56:00,247.27,failed,0.0
2442,1375,2024-07-16 08:00:00,373.74,success,5.61
2443,1375,2024-06-04 08:00:00,448.35,success,6.73
2444,1375,2024-08-19 08:00:00,1257.69,success,18.87
2445,1375,2024-07-15 08:00:00,15.49,success,0.23
2446,1375,2024-08-08 08:00:00,595.24,success,8.93
2447,1375,2024-07-29 08:00:00,1014.42,success,15.22
2448,1375,2024-08-08 08:00:00,8.16,failed,0.0
2449,1375,2024-08-05 08:00:00,13.99,success,0.21
2450,1377,2023-10-24 22:43:00,386.35,success,5.8
2451,1377,2023-10-18 22:43:00,9.83,failed,0.0
2452,1377,2023-11-02 22:43:00,11.36,failed,0.0
2453,1377,2023-12-11 22:43:00,1147.87,failed,0.0
2454,1377,2023-12-30 22:43:00,1889.41,success,28.34
2455,1379,2023-02-11 11:44:00,1812.05,success,27.18
2456,1379,2023-04-10 11:44:00,433.8,success,6.51
2457,1379,2023-03-05 11:44:00,175.84,success,2.64
2458,1379,2023-02-19 11:44:00,15.73,success,0.24
2459,1379,2023-03-21 11:44:00,253.67,success,3.81
2460,1379,2023-03-06 11:44:00,7.94,success,0.12
2461,1380,2025-01-02 08:49:00,1011.53,success,15.17
2462,1380,2024-12-08 08:49:00,54.39,success,0.82
2463,1380,2025-02-16 08:49:00,1725.21,success,25.88
2464,1383,2023-06-29 13:56:00,14.42,success,0.22
2465,1383,2023-07-28 13:56:00,1378.12,success,20.67
2466,1387,2023-12-11 13:00:00,15.71,success,0.24
2467,1387,2023-10-13 13:00:00,7.99,success,0.12
2468,1387,2023-10-31 13:00:00,157.58,failed,0.0
2469,1387,2023-10-29 13:00:00,220.89,success,3.31
2470,1388,2024-09-10 10:05:00,10.21,success,0.15
2471,1388,2024-10-09 10:05:00,1782.11,success,26.73
2472,1388,2024-09-27 10:05:00,497.55,failed,0.0
2473,1388,2024-10-11 10:05:00,7.03,success,0.11
2474,1388,2024-09-23 10:05:00,1451.36,success,21.77
2475,1389,2024-11-30 04:36:00,17.96,success,0.27
2476,1390,2024-08-24 08:56:00,367.23,success,5.51
2477,1390,2024-07-24 08:56:00,19.32,failed,0.0
2478,1390,2024-09-13 08:56:00,5.92,success,0.09
2479,1393,2024-01-09 13:51:00,1564.01,success,23.46
2480,1393,2024-03-12 13:51:00,13.61,success,0.2
2481,1393,2024-03-30 13:51:00,414.75,success,6.22
2482,1393,2024-03-11 13:51:00,1371.08,success,20.57
2483,1393,2024-03-16 13:51:00,105.63,success,1.58
2484,1397,2023-06-05 13:47:00,372.39,success,5.59
2485,1397,2023-07-03 13:47:00,19.1,success,0.29
2486,1399,2024-06-10 09:26:00,6.85,failed,0.0
2487,1399,2024-05-21 09:26:00,1953.86,success,29.31
2488,1399,2024-06-21 09:26:00,1544.47,success,23.17
2489,1399,2024-05-31 09:26:00,8.89,success,0.13
2490,1399,2024-05-24 09:26:00,927.09,success,13.91
2491,1399,2024-07-01 09:26:00,829.19,success,12.44
2492,1399,2024-08-01 09:26:00,14.42,success,0.22
2493,1399,2024-05-27 09:26:00,17.97,success,0.27
2494,1400,2023-08-19 09:54:00,697.74,success,10.47
2495,1400,2023-06-15 09:54:00,13.86,failed,0.0
2496,1400,2023-06-13 09:54:00,8.8,success,0.13
2497,1401,2023-02-09 00:57:00,1544.9,success,23.17
2498,1401,2023-02-16 00:57:00,435.48,success,6.53
2499,1401,2023-03-31 00:57:00,15.27,success,0.23
2500,1401,2023-02-03 00:57:00,1411.37,success,21.17
2501,1401,2023-03-27 00:57:00,1776.68,success,26.65
2502,1405,2023-05-14 09:43:00,645.78,success,9.69
2503,1405,2023-05-03 09:43:00,393.27,success,5.9
2504,1405,2023-05-31 09:43:00,14.71,success,0.22
2505,1405,2023-06-13 09:43:00,58.23,success,0.87
2506,1405,2023-05-03 09:43:00,272.64,success,4.09
2507,1405,2023-07-05 09:43:00,522.18,success,7.83
2508,1406,2023-06-18 02:37:00,291.26,success,4.37
2509,1406,2023-05-31 02:37:00,1950.56,success,29.26
2510,1406,2023-05-07 02:37:00,10.74,success,0.16
2511,1406,2023-06-17 02:37:00,16.16,success,0.24
2512,1408,2024-06-18 13:55:00,1553.49,success,23.3
2513,1408,2024-07-08 13:55:00,87.56,success,1.31
2514,1408,2024-05-14 13:55:00,1442.95,success,21.64
2515,1408,2024-05-11 13:55:00,7.34,success,0.11
2516,1408,2024-06-21 13:55:00,319.8,success,4.8
2517,1411,2023-06-29 01:53:00,10.57,success,0.16
2518,1411,2023-07-17 01:53:00,13.89,success,0.21
2519,1411,2023-06-06 01:53:00,10.48,success,0.16
2520,1415,2024-02-11 00:49:00,222.3,success,3.33
2521,1415,2024-04-14 00:49:00,1643.64,failed,0.0
2522,1417,2025-01-12 22:54:00,1566.82,success,23.5
2523,1417,2025-03-03 22:54:00,487.4,success,7.31
2524,1417,2025-02-13 22:54:00,222.52,success,3.34
2525,1417,2025-02-17 22:54:00,405.62,success,6.08
2526,1417,2025-01-14 22:54:00,661.58,success,9.92
2527,1417,2025-03-07 22:54:00,14.26,success,0.21
2528,1418,2024-05-02 11:41:00,359.77,success,5.4
2529,1418,2024-04-24 11:41:00,1457.57,success,21.86
2530,1418,2024-03-09 11:41:00,6.09,failed,0.0
2531,1420,2024-07-30 05:34:00,13.15,success,0.2
2532,1420,2024-07-28 05:34:00,213.58,success,3.2
2533,1420,2024-10-11 05:34:00,268.19,success,4.02
2534,1420,2024-08-04 05:34:00,1635.81,success,24.54
2535,1423,2024-03-12 18:52:00,5.15,failed,0.0
2536,1423,2024-03-27 18:52:00,13.79,success,0.21
2537,1423,2024-04-20 18:52:00,227.11,failed,0.0
2538,1423,2024-03-04 18:52:00,120.48,success,1.81
2539,1423,2024-05-09 18:52:00,8.73,success,0.13
2540,1423,2024-05-06 18:52:00,1371.47,success,20.57
2541,1423,2024-03-04 18:52:00,169.07,success,2.54
2542,1425,2024-09-20 13:12:00,6.71,success,0.1
2543,1425,2024-08-13 13:12:00,150.78,success,2.26
2544,1425,2024-08-24 13:12:00,1859.32,failed,0.0
2545,1426,2023-09-13 07:38:00,11.27,success,0.17
2546,1426,2023-09-15 07:38:00,5.28,success,0.08
2547,1426,2023-09-20 07:38:00,426.75,success,6.4
2548,1428,2024-11-23 12:26:00,348.98,success,5.23
2549,1428,2025-01-05 12:26:00,1679.21,success,25.19
2550,1428,2024-12-29 12:26:00,516.67,success,7.75
2551,1429,2024-07-22 19:58:00,1953.15,success,29.3
2552,1430,2024-03-07 18:13:00,812.73,success,12.19
2553,1430,2024-03-27 18:13:00,18.74,success,0.28
2554,1430,2024-04-02 18:13:00,16.14,success,0.24
2555,1430,2024-03-16 18:13:00,148.72,success,2.23
2556,1430,2024-04-20 18:13:00,137.81,success,2.07
2557,1430,2024-03-01 18:13:00,188.61,failed,0.0
2558,1430,2024-04-14 18:13:00,12.69,success,0.19
2559,1431,2024-06-04 05:55:00,647.06,success,9.71
2560,1435,2024-02-29 07:10:00,11.84,success,0.18
2561,1438,2025-01-23 13:54:00,1859.08,success,27.89
2562,1438,2025-01-10 13:54:00,480.9,failed,0.0
2563,1439,2023-07-07 02:27:00,626.94,success,9.4
2564,1439,2023-08-05 02:27:00,377.36,success,5.66
2565,1439,2023-07-20 02:27:00,559.21,success,8.39
2566,1440,2023-06-20 20:44:00,71.94,failed,0.0
2567,1440,2023-06-25 20:44:00,440.57,success,6.61
2568,1440,2023-05-31 20:44:00,980.93,success,14.71
2569,1440,2023-05-12 20:44:00,321.38,success,4.82
2570,1440,2023-05-21 20:44:00,1829.88,success,27.45
2571,1440,2023-06-08 20:44:00,13.23,success,0.2
2572,1440,2023-05-19 20:44:00,499.56,success,7.49
2573,1440,2023-07-09 20:44:00,12.36,failed,0.0
2574,1441,2023-02-16 04:52:00,308.75,success,4.63
2575,1441,2023-02-16 04:52:00,11.24,success,0.17
2576,1441,2023-04-13 04:52:00,1547.09,success,23.21
2577,1441,2023-01-28 04:52:00,13.33,success,0.2
2578,1441,2023-03-26 04:52:00,1950.25,success,29.25
2579,1441,2023-01-27 04:52:00,1673.75,success,25.11
2580,1449,2024-06-16 17:17:00,5.22,success,0.08
2581,1449,2024-08-25 17:17:00,208.0,failed,0.0
2582,1449,2024-08-13 17:17:00,1696.75,success,25.45
2583,1451,2024-07-01 08:06:00,1512.9,failed,0.0
2584,1451,2024-09-07 08:06:00,1919.4,success,28.79
2585,1451,2024-07-21 08:06:00,6.22,success,0.09
2586,1451,2024-06-12 08:06:00,515.72,success,7.74
2587,1451,2024-07-09 08:06:00,520.33,success,7.8
2588,1451,2024-07-01 08:06:00,1199.29,success,17.99
2589,1452,2024-10-13 11:07:00,14.82,success,0.22
2590,1452,2024-11-07 11:07:00,1549.3,success,23.24
2591,1452,2024-09-27 11:07:00,10.98,success,0.16
2592,1452,2024-12-04 11:07:00,86.22,failed,0.0
2593,1452,2024-12-02 11:07:00,1982.44,success,29.74
2594,1455,2023-07-22 02:39:00,1351.76,success,20.28
2595,1455,2023-08-27 02:39:00,508.32,success,7.62
2596,1455,2023-08-17 02:39:00,7.99,success,0.12
2597,1462,2023-02-24 10:31:00,309.54,success,4.64
2598,1462,2023-02-04 10:31:00,116.67,success,1.75
2599,1465,2024-02-15 11:52:00,480.48,success,7.21
2600,1465,2024-03-11 11:52:00,11.0,success,0.16
2601,1465,2024-03-03 11:52:00,1429.17,success,21.44
2602,1465,2024-02-07 11:52:00,495.72,success,7.44
2603,1465,2024-04-12 11:52:00,1952.82,success,29.29
2604,1465,2024-04-27 11:52:00,145.25,success,2.18
2605,1465,2024-03-29 11:52:00,1587.91,failed,0.0
2606,1467,2024-04-18 05:55:00,15.63,success,0.23
2607,1467,2024-03-03 05:55:00,6.1,failed,0.0
2608,1470,2024-02-02 12:30:00,1411.84,success,21.18
2609,1470,2024-03-16 12:30:00,8.41,success,0.13
2610,1470,2024-01-16 12:30:00,289.67,failed,0.0
2611,1477,2025-03-15 10:27:00,359.99,success,5.4
2612,1477,2025-01-29 10:27:00,354.27,success,5.31
2613,1477,2025-03-19 10:27:00,11.43,success,0.17
2614,1477,2025-02-23 10:27:00,488.78,failed,0.0
2615,1480,2023-06-27 10:29:00,8.43,success,0.13
2616,1480,2023-06-28 10:29:00,1819.76,success,27.3
2617,1480,2023-06-03 10:29:00,19.21,success,0.29
2618,1480,2023-07-02 10:29:00,1886.92,failed,0.0
2619,1480,2023-06-15 10:29:00,135.76,success,2.04
2620,1480,2023-06-27 10:29:00,14.53,success,0.22
2621,1480,2023-06-12 10:29:00,582.16,success,8.73
2622,1480,2023-05-20 10:29:00,1677.09,failed,0.0
2623,1482,2024-08-25 22:53:00,1888.87,success,28.33
2624,1482,2024-08-07 22:53:00,1158.61,failed,0.0
2625,1482,2024-06-27 22:53:00,271.24,success,4.07
2626,1482,2024-06-30 22:53:00,334.46,failed,0.0
2627,1482,2024-09-07 22:53:00,16.61,success,0.25
2628,1482,2024-09-13 22:53:00,1786.35,success,26.8
2629,1482,2024-09-01 22:53:00,14.77,success,0.22
2630,1483,2024-07-12 04:37:00,109.74,success,1.65
2631,1483,2024-06-30 04:37:00,7.59,success,0.11
2632,1483,2024-07-10 04:37:00,284.48,success,4.27
2633,1483,2024-06-13 04:37:00,98.07,success,1.47
2634,1483,2024-05-28 04:37:00,1927.12,failed,0.0
2635,1484,2023-06-06 17:43:00,19.59,success,0.29
2636,1484,2023-04-05 17:43:00,11.59,success,0.17
2637,1484,2023-06-11 17:43:00,1303.1,success,19.55
2638,1484,2023-05-28 17:43:00,19.91,success,0.3
2639,1484,2023-05-28 17:43:00,1109.71,success,16.65
2640,1484,2023-05-16 17:43:00,314.41,success,4.72
2641,1484,2023-04-21 17:43:00,261.3,success,3.92
2642,1486,2024-07-21 04:43:00,177.45,success,2.66
2643,1486,2024-07-16 04:43:00,15.27,success,0.23
2644,1488,2023-03-11 06:44:00,450.46,failed,0.0
2645,1489,2024-02-16 09:34:00,8.8,success,0.13
2646,1489,2024-02-20 09:34:00,1967.67,failed,0.0
2647,1489,2024-04-02 09:34:00,1929.0,success,28.93
2648,1489,2024-04-16 09:34:00,8.59,failed,0.0
2649,1489,2024-03-24 09:34:00,124.38,failed,0.0
2650,1489,2024-03-09 09:34:00,552.39,failed,0.0
2651,1490,2024-11-11 04:57:00,991.81,success,14.88
2652,1490,2024-09-05 04:57:00,6.21,success,0.09
2653,1490,2024-09-13 04:57:00,143.07,success,2.15
2654,1490,2024-09-16 04:57:00,1698.79,success,25.48
2655,1490,2024-11-13 04:57:00,257.48,success,3.86
2656,1490,2024-11-13 04:57:00,18.98,success,0.28
2657,1490,2024-09-25 04:57:00,64.16,success,0.96
2658,1493,2023-06-12 23:19:00,594.83,success,8.92
2659,1498,2023-12-02 13:27:00,10.09,success,0.15
2660,1498,2023-10-26 13:27:00,760.44,success,11.41
2661,1498,2023-10-28 13:27:00,352.27,success,5.28
2662,1498,2023-10-16 13:27:00,931.59,success,13.97
2663,1499,2023-06-11 16:33:00,65.77,success,0.99
2664,1499,2023-04-15 16:33:00,509.73,success,7.65
2665,1499,2023-03-20 16:33:00,544.58,failed,0.0
2666,1505,2024-02-24 00:54:00,1350.51,success,20.26
2667,1505,2024-02-26 00:54:00,333.01,success,5.0
2668,1505,2024-03-02 00:54:00,12.67,success,0.19
2669,1505,2023-12-21 00:54:00,6.62,success,0.1
2670,1505,2024-02-22 00:54:00,1001.45,success,15.02
2671,1505,2024-03-19 00:54:00,398.92,failed,0.0
2672,1505,2024-02-10 00:54:00,15.37,success,0.23
2673,1507,2023-08-31 14:12:00,9.72,success,0.15
2674,1507,2023-07-20 14:12:00,1695.16,success,25.43
2675,1507,2023-07-09 14:12:00,9.95,success,0.15
2676,1511,2024-11-06 14:23:00,129.4,success,1.94
2677,1511,2024-09-15 14:23:00,1959.88,success,29.4
2678,1511,2024-10-14 14:23:00,689.41,failed,0.0
2679,1511,2024-10-07 14:23:00,1595.72,success,23.94
2680,1511,2024-10-21 14:23:00,11.67,success,0.18
2681,1511,2024-11-14 14:23:00,9.66,success,0.14
2682,1511,2024-11-09 14:23:00,803.21,success,12.05
2683,1513,2023-11-15 14:31:00,1255.07,success,18.83
2684,1513,2024-01-14 14:31:00,10.45,failed,0.0
2685,1513,2023-11-26 14:31:00,203.31,success,3.05
2686,1518,2024-02-26 11:19:00,17.35,success,0.26
2687,1518,2024-01-07 11:19:00,9.21,success,0.14
2688,1518,2024-01-20 11:19:00,320.27,success,4.8
2689,1518,2024-02-06 11:19:00,1998.86,success,29.98
2690,1518,2024-02-09 11:19:00,11.71,success,0.18
2691,1518,2024-01-15 11:19:00,473.33,failed,0.0
2692,1522,2023-05-09 22:16:00,961.38,success,14.42
2693,1526,2023-11-23 12:49:00,780.43,success,11.71
2694,1526,2023-10-03 12:49:00,16.82,failed,0.0
2695,1526,2023-11-02 12:49:00,11.02,failed,0.0
2696,1526,2023-12-11 12:49:00,1458.84,success,21.88
2697,1526,2023-09-19 12:49:00,5.23,success,0.08
2698,1526,2023-11-10 12:49:00,168.75,failed,0.0
2699,1526,2023-11-30 12:49:00,174.99,failed,0.0
2700,1526,2023-11-07 12:49:00,1791.0,success,26.86
2701,1527,2023-09-26 11:22:00,1288.1,success,19.32
2702,1527,2023-11-27 11:22:00,7.4,success,0.11
2703,1527,2023-11-16 11:22:00,850.57,success,12.76
2704,1527,2023-10-17 11:22:00,471.49,failed,0.0
2705,1527,2023-11-04 11:22:00,12.96,success,0.19
2706,1531,2024-11-05 00:19:00,19.17,success,0.29
2707,1531,2024-11-15 00:19:00,1476.23,success,22.14
2708,1531,2024-10-18 00:19:00,1083.27,success,16.25
2709,1533,2024-12-05 11:00:00,206.64,success,3.1
2710,1533,2025-02-19 11:00:00,1912.57,success,28.69
2711,1533,2024-11-30 11:00:00,12.67,success,0.19
2712,1533,2025-01-15 11:00:00,838.8,success,12.58
2713,1533,2024-12-28 11:00:00,497.01,success,7.46
2714,1533,2024-12-16 11:00:00,135.55,failed,0.0
2715,1533,2025-01-31 11:00:00,16.15,success,0.24
2716,1533,2025-01-11 11:00:00,326.45,failed,0.0
2717,1535,2023-10-07 07:30:00,1113.5,success,16.7
2718,1535,2023-10-10 07:30:00,19.99,success,0.3
2719,1537,2023-06-01 00:38:00,272.92,failed,0.0
2720,1537,2023-05-07 00:38:00,421.33,failed,0.0
2721,1537,2023-04-27 00:38:00,850.46,failed,0.0
2722,1537,2023-03-28 00:38:00,398.85,success,5.98
2723,1537,2023-05-09 00:38:00,6.4,success,0.1
2724,1537,2023-06-08 00:38:00,1780.58,success,26.71
2725,1537,2023-05-30 00:38:00,1579.11,success,23.69
2726,1537,2023-05-22 00:38:00,12.32,success,0.18
2727,1542,2025-01-08 16:53:00,165.07,success,2.48
2728,1542,2024-12-29 16:53:00,121.55,failed,0.0
2729,1542,2025-01-20 16:53:00,863.2,success,12.95
2730,1542,2024-12-19 16:53:00,93.38,success,1.4
2731,1542,2025-02-17 16:53:00,10.61,success,0.16
2732,1545,2023-09-30 03:24:00,1224.39,success,18.37
2733,1545,2023-11-21 03:24:00,286.01,success,4.29
2734,1545,2023-10-08 03:24:00,676.23,failed,0.0
2735,1545,2023-10-22 03:24:00,19.17,success,0.29
2736,1545,2023-12-08 03:24:00,14.61,success,0.22
2737,1545,2023-11-09 03:24:00,19.5,failed,0.0
2738,1549,2024-03-15 17:50:00,1619.57,success,24.29
2739,1550,2023-07-22 06:12:00,997.25,success,14.96
2740,1550,2023-07-17 06:12:00,137.8,success,2.07
2741,1550,2023-05-20 06:12:00,11.58,success,0.17
2742,1550,2023-06-01 06:12:00,64.18,success,0.96
2743,1551,2024-09-08 18:49:00,249.13,success,3.74
2744,1551,2024-09-03 18:49:00,18.64,failed,0.0
2745,1551,2024-10-08 18:49:00,10.85,success,0.16
2746,1552,2025-03-11 18:15:00,432.96,success,6.49
2747,1552,2025-03-24 18:15:00,1300.09,failed,0.0
2748,1552,2025-03-20 18:15:00,11.17,success,0.17
2749,1552,2025-01-10 18:15:00,1980.39,success,29.71
2750,1557,2025-02-25 21:45:00,1544.45,success,23.17
2751,1557,2025-02-23 21:45:00,1814.83,success,27.22
2752,1557,2025-02-06 21:45:00,85.25,success,1.28
2753,1558,2024-10-04 06:59:00,324.24,failed,0.0
2754,1558,2024-09-21 06:59:00,17.54,success,0.26
2755,1558,2024-09-26 06:59:00,347.66,success,5.21
2756,1559,2024-09-18 18:04:00,10.89,success,0.16
2757,1559,2024-07-09 18:04:00,1377.67,success,20.67
2758,1559,2024-09-13 18:04:00,167.98,success,2.52
2759,1560,2024-12-22 17:43:00,514.0,success,7.71
2760,1561,2024-06-16 12:20:00,6.25,success,0.09
2761,1561,2024-06-26 12:20:00,18.3,success,0.27
2762,1561,2024-05-23 12:20:00,129.4,success,1.94
2763,1561,2024-04-08 12:20:00,339.4,success,5.09
2764,1561,2024-06-19 12:20:00,1119.06,success,16.79
2765,1561,2024-06-14 12:20:00,113.34,success,1.7
2766,1561,2024-05-03 12:20:00,134.39,success,2.02
2767,1561,2024-06-10 12:20:00,1048.39,success,15.73
2768,1562,2023-11-26 07:26:00,1910.36,success,28.66
2769,1562,2023-10-24 07:26:00,297.94,success,4.47
2770,1562,2023-10-02 07:26:00,1912.07,success,28.68
2771,1562,2023-11-04 07:26:00,1738.95,failed,0.0
2772,1562,2023-10-10 07:26:00,6.0,success,0.09
2773,1562,2023-11-16 07:26:00,365.98,success,5.49
2774,1562,2023-12-04 07:26:00,16.9,success,0.25
2775,1562,2023-11-15 07:26:00,432.32,success,6.48
2776,1563,2023-04-17 23:21:00,620.5,failed,0.0
2777,1563,2023-03-19 23:21:00,408.07,success,6.12
2778,1563,2023-03-02 23:21:00,291.47,success,4.37
2779,1563,2023-03-12 23:21:00,1935.72,failed,0.0
2780,1567,2023-12-22 01:19:00,15.96,success,0.24
2781,1567,2023-12-16 01:19:00,7.08,success,0.11
2782,1567,2023-10-03 01:19:00,1945.68,failed,0.0
2783,1568,2024-10-16 00:12:00,17.71,success,0.27
2784,1568,2024-12-30 00:12:00,1756.84,success,26.35
2785,1568,2024-10-27 00:12:00,963.66,success,14.45
2786,1568,2024-10-24 00:12:00,1078.02,success,16.17
2787,1568,2024-11-16 00:12:00,18.87,success,0.28
2788,1568,2024-12-07 00:12:00,1392.39,success,20.89
2789,1568,2024-12-28 00:12:00,287.17,success,4.31
2790,1568,2024-11-07 00:12:00,519.23,success,7.79
2791,1570,2024-11-10 07:26:00,16.63,success,0.25
2792,1570,2024-10-28 07:26:00,138.22,failed,0.0
2793,1572,2023-08-31 06:29:00,185.95,success,2.79
2794,1572,2023-09-02 06:29:00,52.42,success,0.79
2795,1572,2023-10-10 06:29:00,11.78,success,0.18
2796,1572,2023-09-03 06:29:00,105.92,success,1.59
2797,1572,2023-08-18 06:29:00,1425.77,failed,0.0
2798,1577,2025-03-06 03:35:00,540.31,success,8.1
2799,1577,2025-02-01 03:35:00,18.68,success,0.28
2800,1578,2024-04-06 00:27:00,1609.16,success,24.14
2801,1578,2024-05-06 00:27:00,902.44,success,13.54
2802,1578,2024-05-16 00:27:00,14.76,success,0.22
2803,1579,2025-01-31 10:45:00,173.02,failed,0.0
2804,1579,2025-03-15 10:45:00,991.78,success,14.88
2805,1579,2025-02-14 10:45:00,343.2,success,5.15
2806,1579,2025-03-09 10:45:00,1480.74,failed,0.0
2807,1579,2024-12-27 10:45:00,11.35,success,0.17
2808,1579,2025-02-18 10:45:00,732.97,success,10.99
2809,1580,2025-01-14 06:09:00,99.15,success,1.49
2810,1580,2025-01-11 06:09:00,464.55,success,6.97
2811,1580,2025-03-08 06:09:00,204.72,failed,0.0
2812,1581,2025-01-17 07:53:00,541.22,success,8.12
2813,1581,2024-12-25 07:53:00,7.4,success,0.11
2814,1581,2025-01-04 07:53:00,14.93,success,0.22
2815,1581,2025-01-07 07:53:00,8.27,success,0.12
2816,1587,2024-06-23 01:53:00,461.37,success,6.92
2817,1587,2024-07-24 01:53:00,323.79,success,4.86
2818,1587,2024-08-05 01:53:00,1479.73,success,22.2
2819,1587,2024-07-04 01:53:00,1244.77,failed,0.0
2820,1587,2024-08-17 01:53:00,19.19,success,0.29
2821,1587,2024-06-13 01:53:00,1755.05,success,26.33
2822,1588,2024-02-02 23:26:00,1267.08,success,19.01
2823,1588,2024-02-07 23:26:00,345.83,success,5.19
2824,1588,2024-02-09 23:26:00,13.2,success,0.2
2825,1588,2024-03-16 23:26:00,135.72,success,2.04
2826,1588,2024-03-17 23:26:00,19.6,success,0.29
2827,1588,2024-02-01 23:26:00,5.96,failed,0.0
2828,1588,2024-02-17 23:26:00,444.12,success,6.66
2829,1588,2024-02-11 23:26:00,361.73,success,5.43
2830,1594,2024-06-29 21:22:00,364.48,success,5.47
2831,1594,2024-06-28 21:22:00,1240.1,success,18.6
2832,1594,2024-09-08 21:22:00,15.99,failed,0.0
2833,1594,2024-07-19 21:22:00,186.7,success,2.8
2834,1594,2024-07-09 21:22:00,757.85,failed,0.0
2835,1594,2024-09-09 21:22:00,381.35,success,5.72
2836,1594,2024-06-29 21:22:00,405.19,success,6.08
2837,1595,2023-06-03 20:23:00,421.06,success,6.32
2838,1595,2023-05-19 20:23:00,13.13,success,0.2
2839,1595,2023-04-24 20:23:00,6.9,success,0.1
2840,1595,2023-04-24 20:23:00,1777.28,success,26.66
2841,1595,2023-04-23 20:23:00,1289.54,success,19.34
2842,1595,2023-04-27 20:23:00,1933.47,success,29.0
2843,1595,2023-04-29 20:23:00,850.54,failed,0.0
2844,1596,2023-06-17 21:58:00,11.23,success,0.17
2845,1596,2023-04-11 21:58:00,705.19,success,10.58
2846,1596,2023-04-28 21:58:00,8.59,success,0.13
2847,1596,2023-05-15 21:58:00,376.64,success,5.65
2848,1596,2023-06-22 21:58:00,245.41,success,3.68
2849,1596,2023-04-09 21:58:00,368.74,failed,0.0
2850,1598,2025-01-11 01:39:00,286.14,success,4.29
2851,1598,2025-01-08 01:39:00,334.9,success,5.02
2852,1598,2025-01-12 01:39:00,345.23,failed,0.0
2853,1598,2024-12-05 01:39:00,271.34,success,4.07
2854,1598,2025-02-21 01:39:00,399.19,success,5.99
2855,1598,2024-12-18 01:39:00,1772.14,failed,0.0
2856,1599,2023-08-24 23:58:00,17.84,failed,0.0
2857,1599,2023-10-03 23:58:00,953.03,success,14.3
2858,1601,2023-09-15 00:26:00,1885.95,success,28.29
2859,1601,2023-09-15 00:26:00,1003.2,success,15.05
2860,1601,2023-10-04 00:26:00,1443.25,failed,0.0
2861,1601,2023-09-07 00:26:00,7.47,failed,0.0
2862,1601,2023-08-28 00:26:00,11.39,success,0.17
2863,1606,2024-01-15 13:18:00,18.41,success,0.28
2864,1606,2024-01-19 13:18:00,1429.08,failed,0.0
2865,1606,2024-02-29 13:18:00,680.15,success,10.2
2866,1606,2023-12-10 13:18:00,13.8,success,0.21
2867,1606,2023-12-09 13:18:00,419.64,success,6.29
2868,1606,2023-12-24 13:18:00,15.92,success,0.24
2869,1609,2023-10-09 20:10:00,11.84,failed,0.0
2870,1609,2023-10-18 20:10:00,1451.1,success,21.77
2871,1609,2023-09-26 20:10:00,1051.47,success,15.77
2872,1609,2023-11-18 20:10:00,8.63,success,0.13
2873,1609,2023-09-30 20:10:00,1542.09,failed,0.0
2874,1609,2023-10-07 20:10:00,385.6,success,5.78
2875,1609,2023-12-01 20:10:00,1798.12,success,26.97
2876,1610,2024-10-16 02:22:00,16.63,success,0.25
2877,1611,2023-07-28 14:10:00,18.3,success,0.27
2878,1611,2023-06-09 14:10:00,245.31,success,3.68
2879,1611,2023-08-21 14:10:00,541.08,success,8.12
2880,1611,2023-06-22 14:10:00,16.02,success,0.24
2881,1611,2023-06-03 14:10:00,362.33,success,5.43
2882,1611,2023-07-23 14:10:00,19.44,success,0.29
2883,1611,2023-06-26 14:10:00,635.2,success,9.53
2884,1611,2023-06-14 14:10:00,15.69,success,0.24
2885,1614,2023-07-01 23:00:00,13.23,success,0.2
2886,1614,2023-06-28 23:00:00,868.92,failed,0.0
2887,1614,2023-04-30 23:00:00,1115.87,failed,0.0
2888,1614,2023-05-02 23:00:00,143.98,success,2.16
2889,1614,2023-05-23 23:00:00,470.95,success,7.06
2890,1614,2023-06-16 23:00:00,170.38,failed,0.0
2891,1614,2023-07-21 23:00:00,18.98,success,0.28
2892,1615,2024-09-01 02:10:00,115.58,success,1.73
2893,1615,2024-09-11 02:10:00,446.96,success,6.7
2894,1615,2024-08-31 02:10:00,17.34,failed,0.0
2895,1615,2024-07-27 02:10:00,459.68,success,6.9
2896,1615,2024-06-29 02:10:00,15.14,success,0.23
2897,1615,2024-08-18 02:10:00,19.06,success,0.29
2898,1615,2024-08-23 02:10:00,1362.55,success,20.44
2899,1616,2024-04-02 09:53:00,1286.03,success,19.29
2900,1616,2024-04-03 09:53:00,124.79,success,1.87
2901,1616,2024-03-26 09:53:00,79.27,failed,0.0
2902,1616,2024-03-01 09:53:00,1948.05,success,29.22
